data_profile,N,L,K,off_pct,active_pct,T,samples,winner_rate,u_bf_mean,u_i_mean,u_g_mean,u_g_p05,u_g_p50,u_g_p95,u_g_db_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,elapsed_seconds_mean
twdp,1000,2,250,75.0,25.0,0,100,0.0,10527.816058983492,807799.3423852681,27970914.125114523,12585442.037126223,28156277.76763127,43760759.20461716,74.23119640838013,0.6540302152887202,0.45512180541060593,34.59697847112798,6.165724975289778e-05
twdp,1000,2,250,75.0,25.0,1,100,0.0,11083.830462345348,875978.6568440467,30734450.43234437,18351590.26376215,30497776.782812737,44292800.54188311,74.72673240604668,0.7280770839501807,0.5734270783857331,27.19229160498194,3.473168035270646e-05
twdp,1000,2,250,75.0,25.0,2,100,0.0,11398.201804797214,913257.1214472179,32380170.694070864,21420595.182660703,31722612.27101723,46908645.69573787,74.98959218716263,0.7714618206131572,0.6649876388349916,22.85381793868429,3.237384953536093e-05
twdp,1000,2,250,75.0,25.0,3,100,0.0,11634.80869216653,965418.6047655627,33683896.21212005,23360907.590525243,33589015.38503571,47334716.46347352,75.17307113273623,0.8039054846919035,0.7095628202878164,19.60945153080965,3.1240418902598325e-05
twdp,1000,2,250,75.0,25.0,4,100,0.0,11806.882114564876,1001080.7648607264,34670453.36532788,23816133.86077864,34313445.26785382,47729725.80352799,75.30188962278902,0.8276479796196178,0.7427246481821512,17.235202038038224,3.0433660722337663e-05
twdp,1000,2,250,75.0,25.0,5,100,0.0,11935.52155387191,1055275.7648357118,35389021.51172613,24645593.14325661,35054132.0502238,48662479.83161973,75.3973070506951,0.8457229774895529,0.7560276530979028,15.427702251044712,3.078287205426022e-05
twdp,1000,2,250,75.0,25.0,6,100,0.0,12075.558562789362,1077276.6923117703,36219129.18424013,24822788.788647447,36184793.26764243,48961132.51386337,75.4990779518787,0.8656857525461202,0.7737887919354938,13.43142474538797,2.989654807606712e-05
twdp,1000,2,250,75.0,25.0,7,100,0.0,12182.937529909032,1112668.6103658313,36844005.16729477,25455422.057731457,36419329.92294958,50914644.17597296,75.57575806822346,0.8809942157759864,0.7868943229312964,11.900578422401363,3.029612038517371e-05
twdp,1000,2,250,75.0,25.0,8,100,0.0,12239.4830974386,1077198.2718505608,37207182.38817187,25582898.085219417,37311739.26904863,51187919.24080924,75.61893184412592,0.8895954474588434,0.809165275526149,11.040455254115662,2.9578050889540463e-05
twdp,1000,2,250,75.0,25.0,9,100,0.0,12298.750971149473,1101670.8594676598,37562783.25445963,25847171.687625952,37152203.329300314,51865916.378761895,75.66044932150132,0.8981012997187547,0.8122041373985642,10.189870028124528,3.0132660176604985e-05
twdp,1000,2,250,75.0,25.0,10,100,0.01,12341.034693011721,1119201.363048545,37812669.36606833,25925608.254920684,38142519.998015225,51632920.500868276,75.68981568977196,0.904250026709966,0.8300182021342944,9.574997329003393,3.0117948772385715e-05
twdp,1000,2,250,75.0,25.0,11,100,0.0,12382.26425426014,1123927.2986554804,38048824.17687683,25817540.94183038,38437893.73478669,51271249.58516193,75.72011042350886,0.9103922631424478,0.8387147119564191,8.960773685755214,3.08513906202279e-05
twdp,1000,2,250,75.0,25.0,12,100,0.01,12436.827952453046,1137857.860010562,38365663.033285685,25903728.15266189,38655917.243571945,51790634.14423525,75.75962277655732,0.9184935292707863,0.8461144578460115,8.150647072921368,3.1801200530026106e-05
twdp,1000,2,250,75.0,25.0,13,100,0.0,12480.679285307464,1147106.7848255998,38634393.43387946,25989808.055148,38757728.818338305,51592332.294731505,75.7898910118101,0.9247531159324702,0.8706107038134141,7.524688406752965,3.077381174080074e-05
twdp,1000,2,250,75.0,25.0,14,100,0.0,12530.91406090657,1161257.0831595142,38937149.53950578,25784692.792731814,38915596.786702916,51986941.91113721,75.82521062365576,0.932189921828761,0.8747913929280503,6.7810078171238874,2.9698298603761942e-05
twdp,1000,2,250,75.0,25.0,15,100,0.0,12569.527123185784,1167039.6230488985,39179063.80049735,25793587.138451945,39172564.86667144,52570559.64621841,75.8523429519309,0.937970652379581,0.8856827862496516,6.202934762041911,3.0074662354309113e-05
twdp,1000,2,250,75.0,25.0,16,100,0.02,12604.4127613482,1157309.8124760925,39402742.64400951,25831476.74265156,39204980.49286836,52450107.160688736,75.87727609204312,0.9433626215772715,0.8934994149605961,5.663737842272854,3.177242062520236e-05
twdp,1000,2,250,75.0,25.0,17,100,0.01,12623.521701059835,1154964.1799626783,39524635.75171286,26049862.16276832,39345675.93817542,52522587.699616976,75.89094171385243,0.9462930602976681,0.8957051228057209,5.3706939702331935,3.078562906011939e-05
