data_profile,N,L,K,off_pct,active_pct,T,samples,winner_rate,u_bf_mean,u_i_mean,u_g_mean,u_g_p05,u_g_p50,u_g_p95,u_g_db_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,elapsed_seconds_mean
nakagami,1000,10,250,75.0,25.0,0,100,0.0,3110.7957527760605,130939.94639252487,7.655547766594754e+24,4.601835368134971e+23,4.7154422162578276e+24,2.5088762605855584e+25,246.06615072324325,0.19539928160132738,0.054048898031708384,80.46007183986725,0.00013928136002505198
nakagami,1000,10,250,75.0,25.0,1,100,0.0,3239.966867888483,141003.37009913442,9.805738214846386e+24,8.759973724662967e+23,6.668687136139767e+24,2.7358085352918975e+25,247.93124320674863,0.2824249147116921,0.11749499842395958,71.75750852883078,3.9277899777516726e-05
nakagami,1000,10,250,75.0,25.0,2,100,0.0,3322.5793379072193,147846.8601708681,1.1607989905280333e+25,2.2139492390220322e+24,7.679440792099096e+24,3.8194927047672845e+25,249.07112352880242,0.3541285477287363,0.18398575383949642,64.58714522712637,3.4604732936713846e-05
nakagami,1000,10,250,75.0,25.0,3,100,0.0,3366.6193190623576,151731.9283454107,1.269673714524596e+25,2.50628250442589e+24,9.038504727794427e+24,4.1871821412842e+25,249.66124201261857,0.3970470540608792,0.2222584328249216,60.295294593912075,3.469615970971063e-05
nakagami,1000,10,250,75.0,25.0,4,100,0.0,3407.8397990498793,156204.958038841,1.39365400547181e+25,3.032547434080786e+24,1.0430628917382179e+25,4.2697762020997615e+25,250.19099483573828,0.4450947607013838,0.2700359726827598,55.49052392986161,3.41116389608942e-05
nakagami,1000,10,250,75.0,25.0,5,100,0.0,3433.3085826800984,158395.68367106296,1.4991206892676206e+25,3.360536426729234e+24,1.1362628838879866e+25,4.191688558572744e+25,250.51707153057535,0.47962708458459025,0.28289568531457154,52.037291541540974,3.3612940169405194e-05
nakagami,1000,10,250,75.0,25.0,6,100,0.0,3467.066383783073,161306.43128671552,1.625074955555828e+25,3.8054949044494745e+24,1.2525039364998409e+25,4.393904540437058e+25,250.9449127871815,0.5255834597672756,0.3232091643520771,47.44165402327244,3.292495006462559e-05
nakagami,1000,10,250,75.0,25.0,7,100,0.0,3491.8192403974667,164146.11661726655,1.7346637865720067e+25,4.353951986515316e+24,1.3336319583827955e+25,5.445104794835473e+25,251.24515069905195,0.5612417522534277,0.35227703236528063,43.87582477465724,3.3071631041821095e-05
nakagami,1000,10,250,75.0,25.0,8,100,0.0,3505.534202323807,165562.61772532418,1.7893028878836463e+25,4.66798522844272e+24,1.3953692988307681e+25,5.371694921923382e+25,251.41312255207805,0.5819815944433635,0.3872114616747701,41.801840555663645,3.2253072422463444e-05
nakagami,1000,10,250,75.0,25.0,9,100,0.0,3522.685720384672,166733.00364371,1.8757729134749139e+25,4.52109612440965e+24,1.4569096452698197e+25,5.59137343589653e+25,251.63249998373388,0.6127173177312053,0.39735068574096255,38.72826822687947,3.230550064472482e-05
