data_profile,N,L,K,off_pct,active_pct,T,samples,winner_rate,u_bf_mean,u_i_mean,u_g_mean,u_g_p05,u_g_p50,u_g_p95,u_g_db_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,elapsed_seconds_mean
twdp,1000,10,250,75.0,25.0,0,100,0.0,3383.9678524409564,158044.3866518511,1.374752503816245e+25,2.404479238636037e+24,1.0290304203140437e+25,3.7375241715627056e+25,249.77058625963105,0.25171713958568737,0.10084205541609023,74.82828604143127,0.00016198424011236058
twdp,1000,10,250,75.0,25.0,1,100,0.0,3485.9206465462157,166981.80990841487,1.688993369628456e+25,3.6586393012920066e+24,1.2871288504476438e+25,4.118990858449834e+25,251.11920685683523,0.32943015382822916,0.1694782395818747,67.05698461717708,4.2679889593273404e-05
twdp,1000,10,250,75.0,25.0,2,100,0.0,3551.596729725812,172915.14319662578,1.950474115837726e+25,5.032675190666912e+24,1.5484116552543032e+25,4.474036155079968e+25,251.95438465406448,0.39353283981509307,0.2315466119609933,60.646716018490686,3.666434116894379e-05
twdp,1000,10,250,75.0,25.0,3,100,0.0,3597.3201073678106,177418.67562123362,2.1568939672015545e+25,5.942579162468564e+24,1.799416278391216e+25,4.604155932574094e+25,252.52172026503882,0.4455474959114415,0.27797901892936766,55.44525040885585,3.490158938802779e-05
twdp,1000,10,250,75.0,25.0,4,100,0.0,3636.8986913344556,181342.6143502825,2.367369166306528e+25,7.754289942803262e+24,1.9491796901575606e+25,4.924736105262882e+25,253.00334091103403,0.49405890537713193,0.33109178241081033,50.59410946228681,3.48331403802149e-05
twdp,1000,10,250,75.0,25.0,5,100,0.0,3665.423785667356,184057.34323585182,2.539202875971783e+25,8.104592693923736e+24,2.287373624402184e+25,5.201345403728562e+25,253.3469139108895,0.5322142471557625,0.3574647996292795,46.77857528442375,3.44685695017688e-05
twdp,1000,10,250,75.0,25.0,6,100,0.0,3685.291452193286,185736.43412704158,2.657606131935802e+25,8.950890453738017e+24,2.3948938957431785e+25,5.54539711489568e+25,253.58963584611558,0.5610306214982912,0.3880441401289778,43.89693785017088,3.436370170675218e-05
twdp,1000,10,250,75.0,25.0,7,100,0.0,3710.948052490228,187856.9533479795,2.831543879572242e+25,9.65361184642472e+24,2.5487187504373684e+25,5.981662896811711e+25,253.89834916563854,0.6008678014022709,0.42666523912694443,39.91321985977291,3.3785358245950194e-05
twdp,1000,10,250,75.0,25.0,8,100,0.0,3731.5326048185257,190680.79858450088,2.9677608651810587e+25,1.1012247813271048e+25,2.5776323559961714e+25,6.360758616163562e+25,254.12656772694012,0.6321267194418809,0.4811371297194497,36.787328055811905,3.3823190024122595e-05
twdp,1000,10,250,75.0,25.0,9,100,0.0,3747.151962713082,192034.53032608944,3.0771189801366127e+25,1.306497032259478e+25,2.7226738310079626e+25,6.492296137547975e+25,254.3125527240168,0.6586725460910122,0.4992180753978096,34.132745390898776,3.5008331178687516e-05
twdp,1000,10,250,75.0,25.0,10,100,0.0,3757.8287267742435,193307.49271865335,3.1643717042704325e+25,1.2815172105613696e+25,2.8979635322122856e+25,6.696232845247271e+25,254.4340997815124,0.6768195030641913,0.5196555830671103,32.318049693580875,3.3818951633293184e-05
twdp,1000,10,250,75.0,25.0,11,100,0.0,3766.816088154272,194122.8638523703,3.2467412723292427e+25,1.36837922117004e+25,2.9056517856632653e+25,6.84503910222132e+25,254.54013427673607,0.6927327771051931,0.5299803918800602,30.726722289480687,3.4092038113158196e-05
twdp,1000,10,250,75.0,25.0,12,100,0.0,3777.9068175127536,195119.9212216449,3.3455182490958e+25,1.3604372340864182e+25,2.9413563181664745e+25,6.828351208542508e+25,254.67012461203427,0.7131936814937423,0.5459012752207261,28.68063185062577,3.4149338316638025e-05
twdp,1000,10,250,75.0,25.0,13,100,0.0,3788.1501731629537,196385.703393365,3.439471616711747e+25,1.4401382033540678e+25,2.9989647063063776e+25,7.035689488739334e+25,254.78267128008437,0.7320314217252443,0.5657050733506401,26.796857827475584,3.393493971088901e-05
twdp,1000,10,250,75.0,25.0,14,100,0.0,3797.5511044385617,197394.10288956892,3.51800609272413e+25,1.457530933353638e+25,3.1346269069084814e+25,6.990860805400027e+25,254.897191459447,0.7512729898680592,0.5782152706608158,24.872701013194067,3.4481118782423436e-05
twdp,1000,10,250,75.0,25.0,15,100,0.01,3804.3254301429815,198156.95121380925,3.5807118374398295e+25,1.5081644854105035e+25,3.234429176734182e+25,6.972759088215917e+25,254.9764943482486,0.7656581954690518,0.5991454995446425,23.43418045309482,3.356413944857195e-05
twdp,1000,10,250,75.0,25.0,16,100,0.0,3813.211464841678,198269.9661217609,3.6651519271551523e+25,1.547781285408498e+25,3.3250173532707443e+25,7.305973735099567e+25,255.08846456798858,0.7849092212443739,0.6162709258333765,21.509077875562603,3.4203807881567624e-05
twdp,1000,10,250,75.0,25.0,17,100,0.01,3816.794669171907,197252.06097657894,3.7174455388154783e+25,1.6673679874885876e+25,3.34416615618027e+25,7.3580689135050665e+25,255.149359560414,0.7955251654919665,0.6340508336996188,20.44748345080335,3.409202065085992e-05
twdp,1000,10,250,75.0,25.0,18,100,0.0,3824.3300373718253,198461.40035204455,3.768697375070805e+25,1.6681221609622088e+25,3.449640613460319e+25,7.428603259100713e+25,255.23263803679262,0.8098994822424381,0.66580014104426,19.01005177575618,3.39342185179703e-05
twdp,1000,10,250,75.0,25.0,19,100,0.0,3828.661120841699,199157.16602891526,3.799363550019664e+25,1.63500235167808e+25,3.4885648106163535e+25,7.336274287194038e+25,255.27862029635293,0.8181198359781574,0.6675474146568926,18.188016402184257,3.419884742470458e-05
twdp,1000,10,250,75.0,25.0,20,100,0.0,3833.277145660797,199369.14983558765,3.8319315735971322e+25,1.673018450107404e+25,3.5272971977149988e+25,7.512487556280865e+25,255.3336181406492,0.8279773331438123,0.6788621081596009,17.20226668561877,3.468363109277561e-05
twdp,1000,10,250,75.0,25.0,21,100,0.0,3837.0262255907037,199787.56855875038,3.8612911893057653e+25,1.6487495000552027e+25,3.6589122064395975e+25,7.420490014133728e+25,255.37619847954036,0.8357469996854111,0.684263715827283,16.42530003145889,3.380499081686139e-05
twdp,1000,10,250,75.0,25.0,22,100,0.0,3842.1370157533192,200294.417123923,3.905344557957458e+25,1.6687858122668494e+25,3.6272092735233168e+25,7.260432705723864e+25,255.4312909830603,0.8457859324971725,0.7158214857368801,15.421406750282758,3.405020834179595e-05
twdp,1000,10,250,75.0,25.0,23,100,0.0,3847.6362781290827,200497.24312119625,3.969662525685212e+25,1.7402587105731713e+25,3.6239221018919176e+25,7.517893595856163e+25,255.49802682499976,0.858475207176934,0.7272886116405919,14.152479282306608,3.4083020873367785e-05
twdp,1000,10,250,75.0,25.0,24,100,0.02,3850.495691007057,200886.64699587098,4.006412623002905e+25,1.7078577169268596e+25,3.607125224702361e+25,7.672409377736746e+25,255.52715946756732,0.864371121651293,0.7375711625412349,13.562887834870699,3.388049954082817e-05
twdp,1000,10,250,75.0,25.0,25,100,0.0,3854.1250915946684,202036.92150742852,4.043684905534589e+25,1.6774936215251674e+25,3.7262584324819194e+25,7.5432307885565745e+25,255.55942960383211,0.870811140969072,0.7425219147035824,12.918885903092796,3.413958038436249e-05
twdp,1000,10,250,75.0,25.0,26,100,0.02,3857.8126315240975,202491.68440358486,4.0811750142439645e+25,1.6655217426896722e+25,3.7948371367692158e+25,7.5512482689263565e+25,255.59827915933835,0.8785699837566706,0.7457725803051194,12.143001624332937,3.3687710238154975e-05
twdp,1000,10,250,75.0,25.0,27,100,0.02,3861.1219714173117,203378.48240922234,4.108361979080871e+25,1.6621830176138287e+25,3.725593762098645e+25,7.781746726550375e+25,255.62746801214035,0.8842701776583697,0.7435187210697812,11.57298223416303,3.3119870349764826e-05
twdp,1000,10,250,75.0,25.0,28,100,0.01,3862.9926480250433,203188.3605607869,4.130974120491503e+25,1.6705900603893661e+25,3.8056461536010402e+25,7.619880590524827e+25,255.65509364296886,0.88969020298645,0.7601697941993178,11.030979701355005,3.3166680950671434e-05
twdp,1000,10,250,75.0,25.0,29,100,0.02,3865.5439352280146,203795.54604518242,4.153421728222838e+25,1.665971074284049e+25,3.803906151048307e+25,7.7051189900660855e+25,255.67814481643447,0.8940035484793708,0.7899725342440787,10.599645152062918,3.336221125209704e-05
twdp,1000,10,250,75.0,25.0,30,100,0.02,3866.5275529117284,203568.84721862813,4.163032690933921e+25,1.6780594696610395e+25,3.8372977008173927e+25,7.699640410846753e+25,255.690730541406,0.8965261016485918,0.7949993886921976,10.347389835140818,3.301793127320707e-05
twdp,1000,10,250,75.0,25.0,31,100,0.03,3868.2280978456915,203797.42240384597,4.180215481361709e+25,1.6994305621058763e+25,3.886368165005988e+25,7.8889520106014e+25,255.70713874176414,0.8999461936421713,0.7882817167777096,10.005380635782867,3.299973905086517e-05
twdp,1000,10,250,75.0,25.0,32,100,0.02,3869.540535600182,204257.22010731156,4.193981466444096e+25,1.6686549761249065e+25,3.973341247794507e+25,8.05132060675192e+25,255.7208217609203,0.9025901780027354,0.8027220082504054,9.740982199726455,3.319044917589053e-05
twdp,1000,10,250,75.0,25.0,33,100,0.03,3871.426124654228,203656.0617535009,4.230141904023679e+25,1.658908226851217e+25,3.932314200148406e+25,8.075106335300786e+25,255.75130067082657,0.9090444857101483,0.7933999168245099,9.095551428985175,3.402154165087268e-05
